# k (MeV)	C(k)
0.10000000149011612	257.1054082734398
1.0	24.83066245213471
2.0	12.021003515600787
3.0	7.771572732698014
4.0	5.690704715603067
5.0	4.48262460600116
6.0	3.6955778624122577
7.0	3.1340565927017656
8.0	2.7076291197484816
9.0	2.376086420949334
10.0	2.122774183683234
13.0	1.7338202578173327
16.0	1.566468882148675
19.0	1.4197252701363772
22.0	1.3027021795104226
25.0	1.228214245908427
28.0	1.1801946911759718
31.0	1.132818595669204
34.0	1.094024010207311
37.0	1.0709721698883141
40.0	1.0503349913135376
43.0	1.02904506415948
46.0	1.0133322929953898
49.0	1.002891726578665
52.0	0.9911911563816302
55.0	0.9810176369233036
60.0	0.9713498704023961
65.0	0.9612736941321203
70.0	0.9560471969124454
75.0	0.9504063804522421
80.0	0.9484114258433942
85.0	0.9460276225061531
90.0	0.9455038692593953
95.0	0.9447891546055923
100.0	0.9454691808061105
105.0	0.9460091006405983
110.0	0.9473251847823729
115.0	0.9485386472342424
120.0	0.9501173603038311
125.0	0.9517182629831149
130.0	0.9534493594865123
135.0	0.9551995180996643
140.0	0.9569034409986696
145.0	0.9586740129530513
150.0	0.9603171237975094
155.0	0.962011324463308
160.0	0.9634792970821036
165.0	0.965039356844857
170.0	0.9663542237067195
175.0	0.967766076082886
180.0	0.9689196350855037
185.0	0.970175301255847
190.0	0.9712129666133265
195.0	0.9723161427862133
200.0	0.9732294056883216
205.0	0.9741607207602491
210.0	0.9748652864971554
215.0	0.9756589271427746
220.0	0.9762134348140035
225.0	0.9769234723479113
230.0	0.9774911341892953
235.0	0.9781097868021595
240.0	0.9786372609480969
245.0	0.9791694388432002
250.0	0.9796372638052397
255.0	0.9801002774051351
260.0	0.9805117803257755
265.0	0.9809107618803662
270.0	0.9812706809617152
275.0	0.9816153148426308
280.0	0.9819357386592243
285.0	0.9822335583100181
290.0	0.9825193715471248
295.0	0.9827734196422565
300.0	0.9830331023717215
305.0	0.9832556066663418
310.0	0.9834993767649668
315.0	0.9836958518105907
320.0	0.983924378947737
325.0	0.9841020059929928
330.0	0.984320781459173
335.0	0.9844892122979748
340.0	0.9846963705176284
345.0	0.9848572648473322
350.0	0.985054644864098
355.0	0.9852135074593357
360.0	0.9853991583391966
365.0	0.9855541664880428
370.0	0.985728857351727
375.0	0.9858806603117202
380.0	0.986044980926404
385.0	0.9861924472367838
390.0	0.9863480601575692
395.0	0.9864928216765763
400.0	0.9866402394663965
