# k (MeV)		C(k)D0p			pi0Lambdac		pi0Sigmac+		pi+ Sigmac0		pi-Sigmac++ 		D+n			etaLambdac+ all channels
0.10000000149011612	0.2972710010276862	0.46537144479989945	0.4653890741765559	0.49703598498617696	0.5299824809334548	0.7647759594426348	0.7647794394191291	0.7680865132094661
1.0	0.29680403950337886	0.4646380280948054	0.4646556339463559	0.49625200736924646	0.5291462882351979	0.7635712519226352	0.7635747271155964	0.7668765797139243
2.0	0.2958161611888526	0.4630696566638095	0.46308721497217564	0.4945731754330789	0.5273537086862188	0.760978900136175	0.7609823655225445	0.7642728608165016
3.0	0.2947099109503319	0.4613465107345724	0.4613640264695685	0.49273197885719566	0.52539164641108	0.7581734834024861	0.7581769396854321	0.761455402878468
4.0	0.2936553780122146	0.45965939613127926	0.459676876359737	0.4909231344125575	0.5234588785476736	0.7553826454159682	0.7553860937150697	0.7586522571285492
5.0	0.29263021736473976	0.45798218946766933	0.45799964078754773	0.48911981626123735	0.5215278388670733	0.7525734731686793	0.752576914513366	0.7558304356722407
6.0	0.29186566016261317	0.45654170836154745	0.4565591368361137	0.4875480207329468	0.5198236588993744	0.7499648624146917	0.7499682977312621	0.7532087468390195
7.0	0.2915372707953823	0.45551073463521025	0.45552814596447533	0.48638001640231016	0.5185180621542123	0.7477245768519212	0.7477280069974093	0.7509548989919187
8.0	0.2907472502362163	0.45399000889755203	0.454007408557438	0.4847162804779516	0.5167112399924926	0.7449506929199835	0.7449541187096599	0.7481669392459491
9.0	0.2914010093051936	0.45388434297053665	0.45390173630394914	0.4844615243794714	0.5163077868814616	0.7435468916885245	0.7435503139138976	0.7467485362827819
10.0	0.2909489143386457	0.45264404134290287	0.4526614336170441	0.4830660540748063	0.5147579971870098	0.7409633031240589	0.7409667225642119	0.7441498182346249
13.0	0.29196026857680624	0.4511217899202998	0.4511392103354712	0.48104266422911957	0.5122386471880152	0.735146233431623	0.7351496491600291	0.7382842600375032
16.0	0.29238074863781244	0.4487687137953998	0.44878620940384834	0.4781378687554735	0.5087910560080252	0.7281236564754415	0.7281270755273879	0.7312087964951733
19.0	0.2934156635556884	0.44681141707664024	0.44682903556901565	0.4755827255655637	0.505650480311324	0.7211584407517087	0.721161870361443	0.7241866959606823
22.0	0.29663648433030726	0.4468443018715427	0.4468620919405992	0.4749764284929893	0.5044206384438188	0.7158842913380326	0.7158877390147187	0.7188520947726055
25.0	0.2995071966292103	0.4463545010621139	0.4463725126513546	0.473810963283106	0.5025980879027705	0.7098282159122359	0.7098316894949127	0.7127324357135575
28.0	0.30310041699547197	0.4464373524890352	0.44645563700728325	0.47318645211459825	0.5012874438871331	0.7041249204786649	0.7041284281864479	0.7069628514703715
31.0	0.30742837587138283	0.44712699386103	0.4471456043908991	0.47314166742003644	0.5005318170307774	0.6988467822878371	0.6988503327710035	0.7016161302591443
34.0	0.31248956806095596	0.44844273388344963	0.44846172539879464	0.473700343281706	0.500359070189496	0.6940497991651534	0.6940534015600883	0.6967486599712845
37.0	0.31828237071235477	0.45040245298751264	0.4504218825930421	0.47488452906352996	0.50079512983635	0.6897866887900941	0.6897903527805742	0.6924135234633543
40.0	0.3247720531157101	0.45298943890751414	0.45300936611574044	0.476681386972888	0.5018307500857048	0.6860735141505778	0.6860772500381178	0.6886271208440876
43.0	0.3319731574440854	0.45623462456270586	0.45625511162757354	0.4791253988096881	0.5035036923963756	0.6829717889684731	0.6829756077551228	0.6854512723316466
46.0	0.33984628728451555	0.4601132544721533	0.46013436680509734	0.48219500610189403	0.5057953431853108	0.6804850808219146	0.6804889943099475	0.6828898192081605
49.0	0.34871405642426717	0.46496071995721794	0.46498252666092654	0.48622842153406215	0.5090465050318103	0.6789748459260577	0.6789788668405661	0.6813044566079433
52.0	0.3579643026145646	0.4701756523148736	0.47019822688451474	0.4906266978642954	0.51266044487401	0.6778635805878486	0.6778677227306862	0.6801178828710044
55.0	0.3678142385853782	0.4759839246646643	0.4760073459289813	0.4956177009055949	0.5168668419416307	0.6773989384628	0.6774032169100508	0.6795779141977994
60.0	0.3854702565437843	0.48690569333458616	0.4869307197199014	0.5051798950892803	0.5251242832781584	0.6780374681034329	0.6780420115465504	0.6800911616372927
65.0	0.4045571792440721	0.49926889256907253	0.49929580572266274	0.5161894270058915	0.5348351106253837	0.6804024211771332	0.6804072854414922	0.6823313253015721
70.0	0.4249105197011954	0.512890862151789	0.5129200151642159	0.5284614173764723	0.5458122539305182	0.68438635165959	0.6843916071544652	0.686190647448247
75.0	0.44636822288515965	0.5275380346760294	0.5275699127424291	0.5417498818135453	0.5577981519074704	0.6898348922819781	0.6898406344128762	0.6915134848939406
80.0	0.4688236021203973	0.5429002332729129	0.5429356191109835	0.5557072597083477	0.5704106992676443	0.6965538001722444	0.6965601765395373	0.6981019398324563
85.0	0.492399759784323	0.5583038252217178	0.5583445593081849	0.5695105978346027	0.5826894056140274	0.7042030954924956	0.7042104262274811	0.7056016855458849
90.0	0.5146351420741531	0.5689205071088013	0.5689691370359615	0.5780675361391072	0.5889499687928741	0.7029137086558865	0.7029225945970756	0.7040968863637636
95.0	0.53586131667591	0.5863262369865508	0.586375378066242	0.5948463922617391	0.6048604011137912	0.7106076892132891	0.7106170055146398	0.7117194741122064
100.0	0.5573305925207996	0.6047425594499355	0.6047920674601842	0.6127408580181195	0.6220696100736496	0.7211844631233668	0.7211941910244728	0.7222399119903736
105.0	0.5786036979142862	0.6233408736227743	0.6233906400261343	0.6308718297430586	0.6396051736997904	0.7329430918814722	0.7329532409834396	0.733949540291595
